Date,Active Energy (kcal),Apple Exercise Time (min),Apple Sleeping Wrist Temperature (ÂºF),Apple Stand Hour (hours),Apple Stand Time (min),Blood Oxygen Saturation (%),Flights Climbed (count),Headphone Audio Exposure (dBASPL),Heart Rate [Min] (bpm),Heart Rate [Max] (bpm),Heart Rate [Avg] (bpm),Heart Rate Variability (ms),Respiratory Rate (count/min),Resting Energy (kcal),Resting Heart Rate (bpm),Sleep Analysis [Core] (hr),Sleep Analysis [Deep] (hr),Sleep Analysis [REM] (hr),Sleep Analysis [Awake] (hr),Step Count (steps),Walking Double Support Percentage (%),Walking Heart Rate Average (bpm),Walking Speed (mi/hr) ,Total Sleep
2024-12-04 00:00:00,405.62,19,97.47,13,101,97.4,8,54.99,52,109,70.14,51.78,12.67,1958,62,3.9333333333333300,1.1,1.2833333333333300,0.49166666666666700,6400,28.25,,2.8,6.7
2024-12-05 00:00:00,582.91,19,96.73,16,127,97.33,6,53.28,51,123,66.45,59.47,12.07,2078,58.5,3.3416666666666700,1.2250000000000000,1.975,0.20833333333333300,6173,28.36,88,2.66,6.683
2024-12-06 00:00:00,592.21,19,97.16,14,134,97.21,6,61,56,119,71.21,58.31,12.87,2077,64.5,3.816666666666670,1.3666666666666700,1.0750000000000000,0.8083333333333330,6892,28.41,103.5,2.71,7.116
2024-12-07 00:00:00,299.09,2,97,15,63,97.75,,51.75,52,99,65.46,58.63,12.29,1946,62,6.175000000000000,0.8583333333333330,2.3666666666666700,0.8,4450,27.07,,3.14,10.583
2024-12-08 00:00:00,617.98,37,96.98,12,173,97.17,14,45.53,52,111,70.92,65.09,13.52,1988,59,5.558333333333330,0.75,1.5,0.7083333333333330,11497,28.77,91,2.62,8.233
2024-12-09 00:00:00,517.06,20,97.17,15,123,96.95,9,45.6,49,118,65.34,67.93,12.55,2048,58,4.7250000000000000,1.2583333333333300,0.9250000000000000,0.3833333333333330,6274,29.21,,2.53,7.116
2024-12-10 00:00:00,989.94,64,,17,285,97.79,3,52.78,54,116,75.49,60.24,13.04,2132,62,4.866666666666670,1.1166666666666700,1.6916666666666700,0.5083333333333330,15338,28.39,95.5,2.69,7.9
2024-12-11 00:00:00,1358,198,,18,197,96.56,6,56.99,54,155,77.68,57.37,12.51,2112,64.5,4.283333333333330,0.8166666666666670,1.0833333333333300,1.8583333333333300,7981,28.78,84,2.66,6.38
2024-12-12 00:00:00,1136,110,,20,257,97.73,5,56.57,51,123,73.28,57.66,13.17,2125,60.5,2.7416666666666700,0.9000000000000000,1.55,0.5,14866,27.78,72.5,2.88,5.916
2024-12-13 00:00:00,441.36,11,97.05,13,110,96.96,1,58.18,52,118,65.07,51.93,12.44,2021,60,4.533333333333330,0.8083333333333330,1.2083333333333300,0.5833333333333340,6191,28.38,,2.66,6.68
2024-12-14 00:00:00,567.46,5,,14,197,97.12,4,53.79,47,110,65.39,47.86,12.54,2037,56.5,6.0,1.0583333333333300,2.091666666666670,1.4333333333333300,10365,29.16,102,2.51,12.36
2024-12-15 00:00:00,627.37,33,,13,152,96.7,5,52.33,50,122,65.39,70.01,12.75,2039,56.5,4.658333333333330,0.4916666666666670,2.3333333333333300,0.6916666666666670,6664,28.04,96,2.84,7.683
2024-12-16 00:00:00,773.73,32,97.1,19,193,97.58,2,57.94,49,115,69.4,51.94,12.4,2126,60,3.6166666666666700,1.1,1.0833333333333300,0.18333333333333300,9445,29.62,103.5,2.36,6.566
2024-12-17 00:00:00,492.06,8,96.34,14,129,97.16,5,53.59,52,122,69.47,58.13,12.47,2016,56,2.975,1.1000000000000000,1.1083333333333300,0.5083333333333330,7152,28.79,111.5,2.7,7.067
2024-12-18 00:00:00,615.5,9,96.56,16,187,97.63,1,52.03,49,112,67.66,51.68,12.72,2094,56,0.0,0.0,0.0,0.275,7968,28.06,85,2.71,2.55
2024-12-19 00:00:00,591.18,56,96.45,17,166.2,97.09,2,57.17,48,140,73.83,82.74,12.03,2034,59.5,4.291666666666670,0.7916666666666670,2.15,0.4666666666666670,8433,27.88,87,2.69,8.45
2024-12-20 00:00:00,448.55,7,,15,100,97.6,1,53.19,50,117,67.06,58.09,12.91,2033,59.5,4.358333333333330,0.6416666666666670,1.9416666666666700,0.30000000000000000,6183,28.16,93.5,2.69,7.116
2024-12-21 00:00:00,434.19,17,96.48,15,83,97.08,5,50.74,48,93,63.69,48.31,12.43,2039,57.5,5.966666666666670,0.9083333333333330,2.241666666666670,0.6000000000000000,4396,29.05,82,2.49,10.15
2024-12-22 00:00:00,339.44,4,,11,104,98.02,3,45.37,50,121,64.4,79.53,12.42,1964,56.5,4.3916666666666700,0.7666666666666670,2.3,0.3166666666666670,5016,28.21,92,2.77,10.21
2024-12-23 00:00:00,691.54,11,96.42,17,215,98.22,5,56.41,48,118,67.79,47.42,12.33,2107,57.5,4.05,0.7833333333333330,1.291666666666670,0.19166666666666700,10472,28.27,,2.6,6.4
2024-12-24 00:00:00,624.19,13,96.67,15,194,96.82,2,52.96,46,139,64.99,60.28,12.32,2083,55,4.416666666666670,1.1750000000000000,1.8416666666666700,0.46666666666666700,9803,28.89,86,2.39,7.51
2024-12-25 00:00:00,378.5,2,,11,118,95.45,,45.63,49,113,66.96,48.33,13.33,2005,62.67,3.466666666666670,0.9750000000000000,1.0833333333333300,1.3416666666666700,5184,28.8,,2.59,6.533
2024-12-26 00:00:00,182.47,6,,5,33,96,5,64.39,50,94,63.82,74.18,12.8,1894,61.5,0.0,0.0,0.0,2.6333333333333300,7985,29.51,78,2.38,4.333
2024-12-27 00:00:00,473.32,6,,15,113,98.14,3,29.23,52,108,65.02,50.42,13.14,2077,55.5,6.308333333333330,2.6333333333333300,2.216666666666670,0.6416666666666670,6420,29.32,75,2.04,12.11
2024-12-28 00:00:00,336.1,2,96.16,14,68,97.52,,33.61,49,109,64.12,68.23,13.17,2002,58,1.2833333333333300,0.41666666666666700,0.0,0.075,4052,30.2,95.5,2.25,NA
2024-12-29 00:00:00,447.49,7,,16,136,96.39,3,50.82,48,121,70.52,53.16,13.35,2011,59.5,0.0,0.0,0.0,0.10833333333333300,8067,28.64,87,2.62,10.68
2024-12-30 00:00:00,467.37,3,,16,117,96.95,,51.98,50,117,72.91,69.39,12.79,2072,55,,,,,6809,28.27,94,2.84,7.916
2024-12-31 00:00:00,328.45,7,,11,81,97.12,2,,50,117,66.4,58.24,13.18,1970,54.5,4.516666666666670,1.2,0.3916666666666670,0.5083333333333330,6194,27.99,90,2.69,6.433
2025-01-01 00:00:00,444.49,6,97.09,12,157,98.11,4,42.42,51,114,67.33,49.3,12.53,2010,58,1.3,0.0,0.2333333333333330,0.09166666666666670,9049,29.36,100,2.48,8.666
2025-01-02 00:00:00,481.19,10,,14,192,95.67,5,50.77,51,139,86.66,35.12,18.5,2014,69,,,,,9746,29.74,98.5,2.32,4.183
2025-01-03 00:00:00,1336,83,,19,340,95.84,124,,57,116,78.1,47.56,12.85,2123,65,2.0166666666666700,0.8833333333333330,0.625,0.11666666666666700,19154,29.48,,2.42,NA
2025-01-04 00:00:00,422.04,28,,10,136,96.5,66,,66,124,87.39,40.71,,1031,,,,,,7951,29.46,,2.46,NA
2025-01-05 00:00:00,,,,,,,10,,,,,,,,,,,,,9818,29.15,,2.45,NA
2025-01-06 00:00:00,,,,,,,3,57.02,,,,,,26.46,,,,,,11306,29.84,,2.5,NA
2025-01-07 00:00:00,26.26,1,,1,8,,4,47.75,105,114,109.5,,,1819,83,,,,,3493,29.54,111.5,2.51,NA
2025-01-08 00:00:00,75.53,1,,2,24,100,7,,82,126,100.41,41.55,,1851,,,,,,4622,28.86,,2.61,NA
2025-01-09 00:00:00,185.51,4,,7,44,97.64,2,44.07,51,101,74.17,54.36,17.06,1916,63,0.0,0.0,0.0,0.041666666666666700,3711,30.57,91,1.99,NA
2025-01-10 00:00:00,7.29,3,,,,,3,46.91,,,,,,1558,,,,,,4618,29.32,,2.42,NA
2025-01-11 00:00:00,636.61,18,,19,180,98.33,8.76,59.21,61,131,85.09,63.33,,2126,74.5,0.0,0.0,0.0,0.05,7386,29.15,94.75,2.44,NA
2025-01-12 00:00:00,347.33,10,,12,119,94,10,68.44,64,128,93.59,34.75,,1975,,,,,,7091,30.01,,2.35,3.516
2025-01-13 00:00:00,461.35,11,,18,151,97.53,,47.79,56,125,79.63,60.65,13.36,2027,76.5,3.0416666666666700,0.0,0.4083333333333330,0.5250000000000000,8282,29.17,109,2.54,3.65
2025-01-14 00:00:00,129.09,,98.46,9,26,95.95,,,71,123,89.92,32.01,16.6,1617,84,1.75,0.0,0.3583333333333330,0.8083333333333330,1608,29.97,,2.42,19.183
2025-01-15 00:00:00,,,,,,,1,,,,,,,,,,,,,607,29.57,,2.27,NA
2025-01-16 00:00:00,,,,,,,1,,,,,,,,,,,,,5188,30.29,,2.33,NA
2025-01-17 00:00:00,,,,,,,,62,,,,,,,,,,,,471,,,2.3,NA
2025-01-18 00:00:00,,,,,,,,38.91,,,,,,,,,,,,1589,29.95,,2.29,NA
2025-01-19 00:00:00,,,,,,,3,,,,,,,,,,,,,4248,29.42,,2.42,NA
2025-01-20 00:00:00,,,,,,,,,,,,,,,,,,,,1079,29.58,,2.44,NA
2025-01-21 00:00:00,,,,,,,3,51.05,,,,,,,,,,,,3936,28.97,,2.57,NA
2025-01-22 00:00:00,,,,,,,1,46.16,,,,,,205.81,,,,,,3751,29.38,,2.54,NA
2025-01-23 00:00:00,94.84,1,,3,41,,2,,68,110,84.21,43.85,,1856,70,,,,,4812,29.59,93,2.32,NA
2025-01-24 00:00:00,619.48,5,,15,200,96.67,,39.8,66,123,90.56,40.79,13.29,2114,,0.43333333333333300,0.0,0.0,0.08333333333333330,10299,30.24,,2.24,NA
2025-01-25 00:00:00,524.79,12,,16,185,,6,61.71,,,,,12.57,2037,,0.0,0.0,0.0,0.15,7762,28.86,,2.56,7
2025-01-26 00:00:00,227.65,1,,9,34,97.67,,49.18,53,108,67.71,37.97,13.6,1933,60,,,,,2184,29.87,73,2.41,2.133
2025-01-27 00:00:00,583.6,32,96.98,16,139,96.82,12,50.84,52,133,76.88,58.42,12.63,1989,64,4.375,0.8833333333333330,1.3166666666666700,0.2833333333333330,10418,28.18,97.5,2.85,9.083
2025-01-28 00:00:00,483.65,23,,15,141,96.87,9,54.4,55,139,77.82,45.35,12.53,1986,65,2.9250000000000000,1.1583333333333300,1.4500000000000000,0.050000000000000000,8001,28.18,103,2.85,5.616
2025-01-29 00:00:00,484.06,40,,9,127,97.25,4,53.54,61,115,76.67,36.24,,1935,64,,,,,6050,28.48,95,2.69,NA
2025-01-30 00:00:00,496.84,27,,17,135,98.5,6,57.29,41,103,75.46,43.49,15.75,2001,66,,,,,7417,28.65,,2.65,NA
2025-01-31 00:00:00,571.33,43,,11,153,95,5,60.43,64,131,77.33,43.94,,1976,66,,,,,8806,28.77,93,2.65,NA
2025-02-01 00:00:00,193.53,15,,6,55,97.75,8.14,63.23,61,114,69.72,39.59,15.5,1876,63,,,,,3447,28.53,78,2.73,2.166
2025-02-02 00:00:00,493.96,26,,11,146,96.09,9,56.35,58,139,73.73,41.94,20,1980,64,0.0,0.0,0.0,0.025,7059,28.66,101,2.7,1.733
2025-02-03 00:00:00,450.2,24,,12,106,96.25,7,64.61,63,99,77.58,53.36,,1974,67,,,,,8959,28.25,,2.83,NA
2025-02-04 00:00:00,365.3,23,,13,112,97,6,58.02,64,155,75.6,46.53,,1925,64,,,,,6820,28.47,88,2.77,NA
2025-02-05 00:00:00,383.08,13,,11,79,97.14,5,57.51,53,102,72.58,53.98,13.47,1969,66,1.8250000000000000,0.5666666666666670,0.7166666666666670,0.075,4301,28.98,,2.52,4.45
2025-02-06 00:00:00,517.24,25,96.75,14,128,96.9,9,49.59,51,124,69.7,60.64,12.62,2002,63,4.558333333333330,0.9833333333333330,1.6000000000000000,0.4833333333333330,7298,28.49,105,2.71,7.533
2025-02-07 00:00:00,438.73,37,97.22,10,123,97.25,11,51.22,54,90,67.67,53.1,12.85,1917,65,4.2250000000000000,1.0833333333333300,1.35,0.19166666666666700,7280,28.49,,2.75,7.033
2025-02-08 00:00:00,187.46,11,,6,51,96.53,7,57.13,52,94,63.84,49.05,12.74,1140,59.5,5.541666666666670,0.7083333333333330,1.775,0.4500000000000000,6088,28.82,,2.53,8.25
2025-02-09 00:00:00,139.98,37,98.08,3,10,96.89,3,58.16,74,140,103.44,24.73,14.67,1809,57,,,,,4130,28.6,,2.7,7.4
2025-02-10 00:00:00,688.77,56,97.14,15,139.4,96.51,10,58.1,51,134,78.75,54.09,12.88,2018,64.5,3.5833333333333300,1.25,0.7083333333333330,0.4000000000000000,9867,28.55,101,2.71,7.683
2025-02-11 00:00:00,414.33,28,96.77,12,81,96.79,8,53.21,53,137,71.12,60.77,12.88,1949,60,3.1833333333333300,1.375,0.675,0.5416666666666670,4984,28.65,91,2.73,7.966
2025-02-12 00:00:00,459.56,14,,15,92,97.48,6,52.04,47,96,68.21,93.86,12.42,2033,62.5,4.041666666666670,1.4083333333333300,1.5583333333333300,0.13333333333333300,4392,28.8,,2.67,7.083
2025-02-13 00:00:00,577.09,59,97.3,12,110.2,97.83,8,57.86,49,142,75.72,58.87,12.73,2008,58,5.083333333333330,0.9083333333333330,2.2333333333333300,0.20833333333333300,7425,28.64,98,2.67,8.316
2025-02-14 00:00:00,601.87,74,,14,114.4,97.5,6,58,52,146,78.34,48.16,13.2,1983,59.5,3.7833333333333300,1.0333333333333300,1.5000000000000000,0.24166666666666700,6233,28.28,75,2.85,6.416
2025-02-15 00:00:00,458.17,20,96.82,15,108,97.45,4,55.13,51,100,62.86,63,12.83,1992,58.5,4.533333333333330,0.9416666666666670,1.45,0.15,7196,28.75,86,2.63,9.183
2025-02-16 00:00:00,26.23,,,1,1,96.68,4,56.78,52,90,58.52,66.08,12.58,1821,56,4.383333333333330,0.475,1.4250000000000000,0.5166666666666670,4466,28.73,,2.83,6.366
2025-02-17 00:00:00,568.01,24,96.8,14,141,97.58,9,57.72,52,125,66.79,65.64,12.38,2040,63,3.841666666666670,1.6916666666666700,1.6833333333333300,0.19166666666666700,8172,27.99,79.5,2.89,7.466
2025-02-18 00:00:00,763.17,92,97.44,12,141.4,96.87,6,60.74,53,139,78.67,56.27,13.03,2001,61.5,4.941666666666670,0.6666666666666670,2.025,0.24166666666666700,7125,28.73,,2.61,8.3
2025-02-19 00:00:00,954.85,90,,14,160,97.46,7,56.52,54,166,81.36,75.86,12.35,2041,62.5,4.516666666666670,0.8666666666666670,1.1583333333333300,0.9083333333333330,7106,28.26,99.5,2.82,8.067
2025-02-20 00:00:00,632.67,38,97.06,16,139,96.87,11,58.28,53,127,70.88,58.53,12.88,2017,63,4.216666666666670,0.8833333333333330,0.9,0.42500000000000000,9367,28.25,106,2.79,8.3
2025-02-21 00:00:00,701.22,51,,13,186,97.06,7,60,50,163,72.06,57.42,12.22,2025,61.5,5.108333333333330,1.0333333333333300,1.4000000000000000,0.33333333333333300,11498,28.42,87,2.73,7.783
2025-02-22 00:00:00,531.26,30,,11,121,97.76,9,54.1,51,105,64.85,74.78,12.37,1991,58.5,4.85,0.8,1.4,0.32500000000000000,7534,28.69,87,2.63,9.783
2025-02-23 00:00:00,535.48,30,,12,124,96.99,8,54.55,50,104,65.53,71.07,12.92,2006,58.5,5.491666666666670,0.8166666666666670,1.7583333333333300,0.4166666666666670,8407,28.25,91,2.85,8.383
2025-02-24 00:00:00,560.98,21,96.65,14,123,96.73,7,52.02,52,104,66.36,49.99,12.38,2033,57.5,2.3583333333333300,0.9666666666666670,0.6416666666666670,0.33333333333333300,7526,27.68,97,2.99,6.983
2025-02-25 00:00:00,639.11,16,,18,172,98.42,4,61.07,54,119,71.63,55.78,13.09,2086,59,3.1166666666666700,0.85,1.2333333333333300,0.058333333333333300,8652,28.37,79.5,2.76,5.55
2025-02-26 00:00:00,365.13,15,96.79,11,71,97.33,2,58.97,50,145,64.44,61.01,12.51,1970,57.5,6.325000000000000,1.1333333333333300,2.808333333333330,0.8916666666666670,3724,28.07,103,2.78,11.1
2025-02-27 00:00:00,614.14,23,,15,152,96.86,6,60.43,49,109,69.07,70.59,12.59,2072,59.5,3.6750000000000000,1.0083333333333300,1.2833333333333300,0.16666666666666700,8135,28.7,66,2.63,6.767
2025-02-28 00:00:00,535.49,29,97.19,15,120,97.8,4,54.11,51,175,74.5,56.1,13.17,2019,60,3.9750000000000000,1.2833333333333300,0.875,0.26666666666666700,7558,28.1,94,2.86,7.083
2025-03-01 00:00:00,526.44,27,96.65,13,92,97.28,7,54.71,52,165,64.96,59.26,12.61,2049,59.5,2.316666666666670,0.9666666666666670,0.6666666666666670,0.3333333333333330,5262,27.85,80.5,2.88,7.967
2025-03-02 00:00:00,529.49,39,97.64,14,101,97.58,10,56.78,54,147,66.89,44.4,12.58,2019,60,2.908333333333330,0.21666666666666700,0.7583333333333330,0.5000000000000000,5235,27.97,102,2.89,7.183
2025-03-03 00:00:00,570.76,36,97.11,16,123,96.56,13,53.73,53,124,66.8,60.98,13.22,2026,59,1.1916666666666700,1.1916666666666700,0.9000000000000000,0.3666666666666670,6639,28.14,85,2.75,5.3
2025-03-04 00:00:00,509,29,,14,114,97.34,9,56.16,47,101,64.51,47.87,12.63,2015,58.5,2.55,0.975,0.9583333333333330,0.2916666666666670,5715,28.82,69,2.65,8.283
2025-03-05 00:00:00,348.47,23,96.73,16,79,98.17,10,55.62,51,96,63.95,52.12,12.98,1924,61,1.7083333333333300,1.2666666666666700,0.43333333333333300,0.6166666666666670,5987,28.89,,2.58,8.983
2025-03-06 00:00:00,635.33,30,,16,142,97.65,5,62.96,58,139.5,71.74,57.47,13.02,2068,63,1.8500000000000000,0.9666666666666670,0.5083333333333330,0.25,7701,28.94,80,2.53,5.783
2025-03-07 00:00:00,631.54,43,97.17,15,154,96.82,5,53.92,54,129,70.85,72.34,13.24,2036,63.5,3.533333333333330,1.0166666666666700,1.0916666666666700,0.5083333333333330,6193,28.82,104,2.6,7.7
2025-03-08 00:00:00,413.09,12,97.15,10,89,97.82,3,60.49,52,121,67.63,82.61,12.56,2007,60.5,5.841666666666670,0.9833333333333330,1.7416666666666700,0.5166666666666670,4808,29.26,87,2.49,8.8
2025-03-09 00:00:00,354.06,6,,9,94,97.76,3,60.02,48,99,63.88,61.07,12.93,1887,59.5,5.6416666666666700,1.7833333333333300,2.1166666666666700,0.625,5576,29.73,,2.46,11.583
2025-03-10 00:00:00,523.99,30,97.03,16,110,97.51,9,51.32,52,111,64.22,44.84,13.87,2003,59.5,2.5416666666666700,1.1166666666666700,0.8583333333333330,0.11666666666666700,6186,28.77,103,2.52,5.05
2025-03-11 00:00:00,535.28,19,97.31,16,145,96.89,3,57.31,52,108,67.76,51.9,13.06,2052,61.5,3.2416666666666700,1.325,1.8666666666666700,0.5583333333333330,8368,28.55,105,2.48,6.5
2025-03-12 00:00:00,324.51,5,,12,55,97.33,1,66.52,50,96,64.34,63.8,13.21,1965,60,3.6833333333333300,0.7583333333333330,0.85,0.5,3066,28.76,72,2.67,9.016
2025-03-13 00:00:00,587.46,27,,20,131,96.74,4,58.34,51,102,64.37,70.94,12.24,2071,55.5,1.8333333333333300,0.55,0.7583333333333330,0.26666666666666700,7054,28.76,,2.57,5.5
2025-03-14 00:00:00,419.98,21,,11,83,96.45,9,55.31,48,123,67.31,57.93,13.12,1988,62.5,3.391666666666670,1.15,1.4416666666666700,0.23333333333333300,4604,28.93,101,2.59,8.316
2025-03-15 00:00:00,168.26,39,,8,39,96.75,3,56.51,51,176,79.14,44.67,12.61,1883,59,4.791666666666670,0.9166666666666670,2.6833333333333300,0.07500000000000000,1984,28.68,89,2.5,8.667
2025-03-16 00:00:00,265.55,8,,9,58,97.12,3,49.36,58,100,67.41,56.16,12.8,1928,61.5,0.0,0.0,0.0,0.2916666666666670,3172,28.94,78,2.52,3
2025-03-17 00:00:00,349.95,24,,14,81,97.71,8.28,53.42,54,109,65.65,59.37,13,1934,62,3.333333333333330,1.4333333333333300,1.8916666666666700,0.15,5405,28.46,70,2.77,6.833
2025-03-18 00:00:00,551.37,24,97.07,17,116,96.98,6,55.93,53,116,73.35,51.74,13.26,2058,63.5,4.05,0.9666666666666670,1.4250000000000000,1.15,6091,28.61,97.5,2.65,6.8
2025-03-19 00:00:00,362,11,96.85,12,54,97.64,3,58.04,53,117,66.81,52.12,13.65,2002,60,3.958333333333330,1.1083333333333300,1.8,0.21666666666666700,3402,28.98,101,2.65,9.55
2025-03-20 00:00:00,516.74,20,,18,107,98.27,3,58.71,52,117,69.64,54.28,12.81,2067,62.5,3.5916666666666700,1.2083333333333300,0.42500000000000000,0.5916666666666670,6737,27.78,101,2.87,5.316
2025-03-21 00:00:00,374.3,25,,13,98,97.1,8,57.48,52,125,67.11,62.01,12.86,1952,60.5,2.6666666666666700,1.0833333333333300,0.475,0.9166666666666670,5544,28.64,113,2.7,8.616
2025-03-22 00:00:00,285.89,4,,8,36,97.42,4,44.95,54,119,69.54,49.3,13.27,1908,62.5,4.575000000000000,0.8,2.0666666666666700,0.15833333333333300,2543,29.19,104,2.52,9.95
2025-03-23 00:00:00,414.22,5,,14,76,97.15,3,54.04,57,109,72.81,50.62,13.01,2038,67,2.2666666666666700,0.9333333333333330,0.275,0.5,4677,29.28,87,2.55,6.75
2025-03-24 00:00:00,413.13,14,97.34,12,135,97.06,4,61.05,54,110,70.44,54,13.78,1960,64,0.0,0.0,0.0,0.6500000000000000,8347,28.05,,2.85,6.383
2025-03-25 00:00:00,512.08,18,,13,93,96.62,2,56.01,55,145,77.01,62.7,12.65,2074,63.5,4.625000000000000,1.0333333333333300,1.2166666666666700,0.9500000000000000,4905,29.16,101,2.47,7.034
2025-03-26 00:00:00,276.79,2,96.85,12,34,97.42,1,56.53,53,115,68.56,58.41,13.52,1975,62,3.8916666666666700,0.7666666666666670,2.1,1.1083333333333300,2380,28.58,97.5,2.77,7.083
2025-03-27 00:00:00,523.67,19,97.29,16,105,97.19,6,51.42,57,107,74.29,54.35,13.31,2048,65.5,2.6416666666666700,0.9166666666666670,0.8666666666666670,0.5083333333333330,6650,28.42,99,2.61,6.667
2025-03-28 00:00:00,440.76,13,,15,126,97.02,6,58.99,54,105,67.92,60.88,12.95,1993,62.5,5.416666666666670,1.9666666666666700,1.7166666666666700,0.3,7314,28.6,88,2.62,9.733
2025-03-29 00:00:00,538.88,21,,17,155,96.74,9,52.06,60,145,81.93,36.06,14.01,2022,71.5,5.216666666666670,1.275,0.9,0.3666666666666670,8880,28.96,118,2.61,7.833
2025-03-30 00:00:00,508.1,8,97.51,16,121,96.91,3,53.6,64,126,88.23,23.7,13.38,2059,79,3.816666666666670,1.0333333333333300,0.8166666666666670,0.24166666666666700,7601,29.29,,2.65,6
2025-03-31 00:00:00,499.2,16,,16,121,97.26,5,57.98,57,123,76.83,50.72,12.78,2025,69,5.575,0.9916666666666670,1.7833333333333300,0.65,7724,28.31,92,2.87,9.15
2025-04-01 00:00:00,525.18,19,96.55,15,113,97.18,3,54.86,54,115,71.87,49.69,12.41,2064,65,3.9500000000000000,0.5833333333333330,0.8666666666666670,1.5583333333333300,6394,28.29,,2.73,5.766
2025-04-02 00:00:00,517.9,23,97.32,11,138,97.15,1,60.75,53,112,69.19,54.03,12.15,2007,59,4.258333333333330,1.1583333333333300,1.1083333333333300,1.0083333333333300,7465,28.2,94,2.8,6.8
2025-04-03 00:00:00,515.23,7,,19,127,96.32,4,57.74,55,114,74.54,58.11,12.74,2078,66.5,5.341666666666670,0.6916666666666670,1.6000000000000000,1.2916666666666700,7699,27.5,99,2.92,7.817
2025-04-04 00:00:00,135.64,1,,6,36,96.99,,49.37,51,111,66.65,72.84,12.69,933.69,58.5,4.225,1.0083333333333300,1.275,0.7083333333333330,2201,28.69,94,2.57,6.983